row.names,id,user_id,context_id,gesture_id,gesture_confirmation_id,latitude,longitude,title,snippet,country,city,locality,timestamp,date
424,424,137,1,2,2,35.6619,139.7922,????,"22-06-2015, 2:48 ??",NULL,NULL,NULL,1434952000000,2015-06-22
425,425,115,1,2,2,35.68109,139.6863,????,"22-06-2015, 3:30 ??",NULL,NULL,NULL,1434955000000,2015-06-22
426,426,115,1,1,1,35.6737,139.6679,???,"22-06-2015, 3:31 ??",NULL,NULL,NULL,1434955000000,2015-06-22
427,427,167,1,3,1,35.71317,139.9233,???,"22-06-2015, 3:55 ??",NULL,NULL,NULL,1434956000000,2015-06-22
428,428,125,1,1,1,35.0099,136.8936,???,"22-06-2015, 4:47 ??",NULL,NULL,NULL,1434959000000,2015-06-22
429,429,164,1,2,2,35.64848,139.7508,????,"22-06-2015, 5:03 ??",NULL,NULL,NULL,1434960000000,2015-06-22
430,430,169,1,1,1,34.50045,135.6058,???,"22-06-2015, 5:05 ??",NULL,NULL,NULL,1434960000000,2015-06-22
431,431,169,1,1,1,34.50141,135.6084,???,"22-06-2015, 5:08 ??",NULL,NULL,NULL,1434960000000,2015-06-22
432,432,140,1,1,1,36.02961,139.5708,???,"22-06-2015, 5:18 ??",NULL,NULL,NULL,1434961000000,2015-06-22
433,433,163,1,1,1,33.20677,130.3799,???,"22-06-2015, 5:34 ??",NULL,NULL,NULL,1434962000000,2015-06-22
434,434,125,1,2,2,34.96818,136.9058,????,"22-06-2015, 5:53 ??",NULL,NULL,NULL,1434963000000,2015-06-22
435,435,123,1,2,2,34.39211,132.4735,????,"22-06-2015, 5:55 ??",NULL,NULL,NULL,1434963000000,2015-06-22
436,437,165,1,2,2,35.68627,139.8001,????,"22-06-2015, 6:04 PM",NULL,NULL,NULL,1434964000000,2015-06-22
437,438,162,1,2,2,35.64534,139.7479,????,"22-06-2015, 6:25 ??",NULL,NULL,NULL,1434965000000,2015-06-22
438,439,118,1,1,1,35.6409,139.744,???,"22-06-2015, 6:26 ??",NULL,NULL,NULL,1434965000000,2015-06-22
439,440,118,1,1,1,35.46188,139.6172,???,"22-06-2015, 6:27 ??",NULL,NULL,NULL,1434965000000,2015-06-22
440,441,123,1,2,2,34.38673,132.4643,????,"22-06-2015, 6:28 ??",NULL,NULL,NULL,1434965000000,2015-06-22
